"cnty_fips","display_name","Value","theme_range"
38025,"""Dunn, (ND)""",33.4,"32.7 - 37.1 (650)"
38027,"""Eddy, (ND)""",46.2,"46.2 - 112.3 (634)"
38029,"""Emmons, (ND)""",40.6,"37.2 - 40.7 (628)"
38031,"""Foster, (ND)""",46,"40.8 - 46.1 (652)"
38033,"""Golden Valley, (ND)""",38.3,"37.2 - 40.7 (628)"
38035,"""Grand Forks, (ND)""",31.6,"0.0 - 32.6 (652)"
38037,"""Grant, (ND)""",33.9,"32.7 - 37.1 (650)"
38039,"""Griggs, (ND)""",50.2,"46.2 - 112.3 (634)"
38041,"""Hettinger, (ND)""",25.3,"0.0 - 32.6 (652)"
38043,"""Kidder, (ND)""",39.7,"37.2 - 40.7 (628)"
38045,"""LaMoure, (ND)""",42,"40.8 - 46.1 (652)"
38047,"""Logan, (ND)""",38,"37.2 - 40.7 (628)"
38049,"""McHenry, (ND)""",25.9,"0.0 - 32.6 (652)"
38051,"""McIntosh, (ND)""",29.5,"0.0 - 32.6 (652)"
38053,"""McKenzie, (ND)""",39.2,"37.2 - 40.7 (628)"
38055,"""McLean, (ND)""",31,"0.0 - 32.6 (652)"
38057,"""Mercer, (ND)""",31.8,"0.0 - 32.6 (652)"
38059,"""Morton, (ND)""",37.7,"37.2 - 40.7 (628)"
38061,"""Mountrail, (ND)""",43,"40.8 - 46.1 (652)"
38063,"""Nelson, (ND)""",42.4,"40.8 - 46.1 (652)"
38065,"""Oliver, (ND)""",38.6,"37.2 - 40.7 (628)"
38067,"""Pembina, (ND)""",34,"32.7 - 37.1 (650)"
38069,"""Pierce, (ND)""",36.7,"32.7 - 37.1 (650)"
38071,"""Ramsey, (ND)""",51.3,"46.2 - 112.3 (634)"
38073,"""Ransom, (ND)""",28.4,"0.0 - 32.6 (652)"
38075,"""Renville, (ND)""",26.4,"0.0 - 32.6 (652)"
38077,"""Richland, (ND)""",28.2,"0.0 - 32.6 (652)"
38079,"""Rolette, (ND)""",39.9,"37.2 - 40.7 (628)"
38081,"""Sargent, (ND)""",36.4,"32.7 - 37.1 (650)"
38083,"""Sheridan, (ND)""",36.6,"32.7 - 37.1 (650)"
38085,"""Sioux, (ND)""",41.1,"40.8 - 46.1 (652)"
38087,"""Slope, (ND)""",29.7,"0.0 - 32.6 (652)"
38089,"""Stark, (ND)""",33.9,"32.7 - 37.1 (650)"
38091,"""Steele, (ND)""",29.4,"0.0 - 32.6 (652)"
38093,"""Stutsman, (ND)""",43.7,"40.8 - 46.1 (652)"
38095,"""Towner, (ND)""",45.9,"40.8 - 46.1 (652)"
38097,"""Traill, (ND)""",28.9,"0.0 - 32.6 (652)"
38099,"""Walsh, (ND)""",33.1,"32.7 - 37.1 (650)"
38101,"""Ward, (ND)""",26.5,"0.0 - 32.6 (652)"
38103,"""Wells, (ND)""",39.4,"37.2 - 40.7 (628)"
38105,"""Williams, (ND)""",37.6,"37.2 - 40.7 (628)"
41001,"""Baker, (OR)""",35.5,"32.7 - 37.1 (650)"
41049,"""Morrow, (OR)""",36.6,"32.7 - 37.1 (650)"
41059,"""Umatilla, (OR)""",36.7,"32.7 - 37.1 (650)"
41061,"""Union, (OR)""",36,"32.7 - 37.1 (650)"
41063,"""Wallowa, (OR)""",36.8,"32.7 - 37.1 (650)"
46013,"""Brown, (SD)""",36.7,"32.7 - 37.1 (650)"
46019,"""Butte, (SD)""",29.9,"0.0 - 32.6 (652)"
46021,"""Campbell, (SD)""",40.9,"40.8 - 46.1 (652)"
46025,"""Clark, (SD)""",37.3,"37.2 - 40.7 (628)"
46029,"""Codington, (SD)""",39.4,"37.2 - 40.7 (628)"
46031,"""Corson, (SD)""",35.9,"32.7 - 37.1 (650)"
46037,"""Day, (SD)""",36.8,"32.7 - 37.1 (650)"
46039,"""Deuel, (SD)""",36.7,"32.7 - 37.1 (650)"
46041,"""Dewey, (SD)""",31.2,"0.0 - 32.6 (652)"
46045,"""Edmunds, (SD)""",33.6,"32.7 - 37.1 (650)"
46049,"""Faulk, (SD)""",35.8,"32.7 - 37.1 (650)"
46051,"""Grant, (SD)""",37.8,"37.2 - 40.7 (628)"
46057,"""Hamlin, (SD)""",36.8,"32.7 - 37.1 (650)"
46063,"""Harding, (SD)""",38,"37.2 - 40.7 (628)"
46089,"""McPherson, (SD)""",34,"32.7 - 37.1 (650)"
46091,"""Marshall, (SD)""",37.9,"37.2 - 40.7 (628)"
46105,"""Perkins, (SD)""",31.8,"0.0 - 32.6 (652)"
46107,"""Potter, (SD)""",30.8,"0.0 - 32.6 (652)"
46109,"""Roberts, (SD)""",39.5,"37.2 - 40.7 (628)"
46115,"""Spink, (SD)""",39,"37.2 - 40.7 (628)"
46119,"""Sully, (SD)""",35,"32.7 - 37.1 (650)"
46129,"""Walworth, (SD)""",36,"32.7 - 37.1 (650)"
46137,"""Ziebach, (SD)""",27.4,"0.0 - 32.6 (652)"
53001,"""Adams, (WA)""",40.2,"37.2 - 40.7 (628)"
53003,"""Asotin, (WA)""",41.6,"40.8 - 46.1 (652)"
53005,"""Benton, (WA)""",36.7,"32.7 - 37.1 (650)"
53013,"""Columbia, (WA)""",38.2,"37.2 - 40.7 (628)"
53017,"""Douglas, (WA)""",31.7,"0.0 - 32.6 (652)"
53019,"""Ferry, (WA)""",37.4,"37.2 - 40.7 (628)"
53021,"""Franklin, (WA)""",38.4,"37.2 - 40.7 (628)"
53023,"""Garfield, (WA)""",39.9,"37.2 - 40.7 (628)"
53025,"""Grant, (WA)""",36.4,"32.7 - 37.1 (650)"
53043,"""Lincoln, (WA)""",39.1,"37.2 - 40.7 (628)"
53051,"""Pend Oreille, (WA)""",38.4,"37.2 - 40.7 (628)"
53063,"""Spokane, (WA)""",38.8,"37.2 - 40.7 (628)"
53065,"""Stevens, (WA)""",38.3,"37.2 - 40.7 (628)"
53071,"""Walla Walla, (WA)""",37.5,"37.2 - 40.7 (628)"
53075,"""Whitman, (WA)""",40,"37.2 - 40.7 (628)"
56033,"""Sheridan, (WY)""",35.4,"32.7 - 37.1 (650)"
01003,"""Baldwin, (AL)""",45.3,"40.8 - 46.1 (652)"
01005,"""Barbour, (AL)""",46.8,"46.2 - 112.3 (634)"
01011,"""Bullock, (AL)""",53.9,"46.2 - 112.3 (634)"
01013,"""Butler, (AL)""",62.1,"46.2 - 112.3 (634)"
01023,"""Choctaw, (AL)""",61.6,"46.2 - 112.3 (634)"
01025,"""Clarke, (AL)""",43.9,"40.8 - 46.1 (652)"
01031,"""Coffee, (AL)""",43.2,"40.8 - 46.1 (652)"
01035,"""Conecuh, (AL)""",60.7,"46.2 - 112.3 (634)"
01039,"""Covington, (AL)""",54.5,"46.2 - 112.3 (634)"
01041,"""Crenshaw, (AL)""",54.9,"46.2 - 112.3 (634)"
01045,"""Dale, (AL)""",42,"40.8 - 46.1 (652)"
01053,"""Escambia, (AL)""",52.7,"46.2 - 112.3 (634)"
01061,"""Geneva, (AL)""",42.8,"40.8 - 46.1 (652)"
01067,"""Henry, (AL)""",42.3,"40.8 - 46.1 (652)"
01069,"""Houston, (AL)""",42.3,"40.8 - 46.1 (652)"
01097,"""Mobile, (AL)""",50,"46.2 - 112.3 (634)"
01099,"""Monroe, (AL)""",52.6,"46.2 - 112.3 (634)"
01109,"""Pike, (AL)""",49.1,"46.2 - 112.3 (634)"
01129,"""Washington, (AL)""",48.3,"46.2 - 112.3 (634)"
01131,"""Wilcox, (AL)""",58.7,"46.2 - 112.3 (634)"
12001,"""Alachua, (FL)""",37.5,"37.2 - 40.7 (628)"
12003,"""Baker, (FL)""",47.2,"46.2 - 112.3 (634)"
12005,"""Bay, (FL)""",39.9,"37.2 - 40.7 (628)"
12007,"""Bradford, (FL)""",39.7,"37.2 - 40.7 (628)"
12009,"""Brevard, (FL)""",42.2,"40.8 - 46.1 (652)"
12013,"""Calhoun, (FL)""",40.6,"37.2 - 40.7 (628)"
12015,"""Charlotte, (FL)""",26.8,"0.0 - 32.6 (652)"
12017,"""Citrus, (FL)""",55.1,"46.2 - 112.3 (634)"
12019,"""Clay, (FL)""",40.9,"40.8 - 46.1 (652)"
12021,"""Collier, (FL)""",34.8,"32.7 - 37.1 (650)"
12023,"""Columbia, (FL)""",39.6,"37.2 - 40.7 (628)"
12027,"""DeSoto, (FL)""",27.6,"0.0 - 32.6 (652)"
12029,"""Dixie, (FL)""",42.7,"40.8 - 46.1 (652)"
12031,"""Duval, (FL)""",48.8,"46.2 - 112.3 (634)"
12033,"""Escambia, (FL)""",47.6,"46.2 - 112.3 (634)"
12035,"""Flagler, (FL)""",43.6,"40.8 - 46.1 (652)"
12037,"""Franklin, (FL)""",38.3,"37.2 - 40.7 (628)"
12039,"""Gadsden, (FL)""",41.4,"40.8 - 46.1 (652)"
12041,"""Gilchrist, (FL)""",38.7,"37.2 - 40.7 (628)"
12043,"""Glades, (FL)""",30.2,"0.0 - 32.6 (652)"
12045,"""Gulf, (FL)""",37.9,"37.2 - 40.7 (628)"
12047,"""Hamilton, (FL)""",42.4,"40.8 - 46.1 (652)"
12049,"""Hardee, (FL)""",45.8,"40.8 - 46.1 (652)"
12051,"""Hendry, (FL)""",34.3,"32.7 - 37.1 (650)"
12053,"""Hernando, (FL)""",33.7,"32.7 - 37.1 (650)"
12055,"""Highlands, (FL)""",44.4,"40.8 - 46.1 (652)"
12057,"""Hillsborough, (FL)""",30,"0.0 - 32.6 (652)"
12059,"""Holmes, (FL)""",43.2,"40.8 - 46.1 (652)"
12061,"""Indian River, (FL)""",29.2,"0.0 - 32.6 (652)"
12063,"""Jackson, (FL)""",41.3,"40.8 - 46.1 (652)"
12065,"""Jefferson, (FL)""",40.8,"40.8 - 46.1 (652)"
12067,"""Lafayette, (FL)""",43.1,"40.8 - 46.1 (652)"
12069,"""Lake, (FL)""",31.6,"0.0 - 32.6 (652)"
12071,"""Lee, (FL)""",26.5,"0.0 - 32.6 (652)"
12073,"""Leon, (FL)""",40.3,"37.2 - 40.7 (628)"
12075,"""Levy, (FL)""",42,"40.8 - 46.1 (652)"
12077,"""Liberty, (FL)""",40.2,"37.2 - 40.7 (628)"
12079,"""Madison, (FL)""",44.8,"40.8 - 46.1 (652)"
12081,"""Manatee, (FL)""",25.1,"0.0 - 32.6 (652)"
12083,"""Marion, (FL)""",29.3,"0.0 - 32.6 (652)"
12087,"""Monroe, (FL)""",38.7,"37.2 - 40.7 (628)"
12089,"""Nassau, (FL)""",47,"46.2 - 112.3 (634)"
12091,"""Okaloosa, (FL)""",40.3,"37.2 - 40.7 (628)"
12093,"""Okeechobee, (FL)""",36.4,"32.7 - 37.1 (650)"
12095,"""Orange, (FL)""",49.7,"46.2 - 112.3 (634)"
12097,"""Osceola, (FL)""",46.3,"46.2 - 112.3 (634)"
12101,"""Pasco, (FL)""",36.6,"32.7 - 37.1 (650)"
12103,"""Pinellas, (FL)""",28,"0.0 - 32.6 (652)"
12105,"""Polk, (FL)""",46.5,"46.2 - 112.3 (634)"
12107,"""Putnam, (FL)""",35.6,"32.7 - 37.1 (650)"
12109,"""St. Johns, (FL)""",31.2,"0.0 - 32.6 (652)"
12113,"""Santa Rosa, (FL)""",46.3,"46.2 - 112.3 (634)"
12115,"""Sarasota, (FL)""",26.2,"0.0 - 32.6 (652)"
12117,"""Seminole, (FL)""",50.5,"46.2 - 112.3 (634)"
12119,"""Sumter, (FL)""",27,"0.0 - 32.6 (652)"
12121,"""Suwannee, (FL)""",40.2,"37.2 - 40.7 (628)"
12123,"""Taylor, (FL)""",45.4,"40.8 - 46.1 (652)"
12125,"""Union, (FL)""",40.6,"37.2 - 40.7 (628)"
12127,"""Volusia, (FL)""",45.3,"40.8 - 46.1 (652)"
12129,"""Wakulla, (FL)""",39,"37.2 - 40.7 (628)"
12131,"""Walton, (FL)""",38.9,"37.2 - 40.7 (628)"
12133,"""Washington, (FL)""",41.1,"40.8 - 46.1 (652)"
13001,"""Appling, (GA)""",57.5,"46.2 - 112.3 (634)"
13003,"""Atkinson, (GA)""",45.8,"40.8 - 46.1 (652)"
13005,"""Bacon, (GA)""",67.3,"46.2 - 112.3 (634)"
13007,"""Baker, (GA)""",52.8,"46.2 - 112.3 (634)"
13017,"""Ben Hill, (GA)""",49.8,"46.2 - 112.3 (634)"
13019,"""Berrien, (GA)""",49.1,"46.2 - 112.3 (634)"
13025,"""Brantley, (GA)""",43.9,"40.8 - 46.1 (652)"
13027,"""Brooks, (GA)""",47.2,"46.2 - 112.3 (634)"
13029,"""Bryan, (GA)""",40.4,"37.2 - 40.7 (628)"
13037,"""Calhoun, (GA)""",48.5,"46.2 - 112.3 (634)"
13039,"""Camden, (GA)""",38.9,"37.2 - 40.7 (628)"
13049,"""Charlton, (GA)""",42,"40.8 - 46.1 (652)"
13051,"""Chatham, (GA)""",40.6,"37.2 - 40.7 (628)"
13061,"""Clay, (GA)""",43,"40.8 - 46.1 (652)"
13065,"""Clinch, (GA)""",40.4,"37.2 - 40.7 (628)"
13069,"""Coffee, (GA)""",50.2,"46.2 - 112.3 (634)"
13071,"""Colquitt, (GA)""",52.2,"46.2 - 112.3 (634)"
13075,"""Cook, (GA)""",50.1,"46.2 - 112.3 (634)"
13081,"""Crisp, (GA)""",47.6,"46.2 - 112.3 (634)"
13087,"""Decatur, (GA)""",47.9,"46.2 - 112.3 (634)"
13095,"""Dougherty, (GA)""",51.5,"46.2 - 112.3 (634)"
13099,"""Early, (GA)""",41.2,"40.8 - 46.1 (652)"
13101,"""Echols, (GA)""",42.2,"40.8 - 46.1 (652)"
13127,"""Glynn, (GA)""",31.6,"0.0 - 32.6 (652)"
13131,"""Grady, (GA)""",42.2,"40.8 - 46.1 (652)"
13155,"""Irwin, (GA)""",54.2,"46.2 - 112.3 (634)"
13161,"""Jeff Davis, (GA)""",54.1,"46.2 - 112.3 (634)"
13173,"""Lanier, (GA)""",46.6,"46.2 - 112.3 (634)"
13177,"""Lee, (GA)""",49.9,"46.2 - 112.3 (634)"
13179,"""Liberty, (GA)""",38.9,"37.2 - 40.7 (628)"
13183,"""Long, (GA)""",33.7,"32.7 - 37.1 (650)"
13185,"""Lowndes, (GA)""",47.2,"46.2 - 112.3 (634)"
13191,"""McIntosh, (GA)""",34.4,"32.7 - 37.1 (650)"
13201,"""Miller, (GA)""",47.9,"46.2 - 112.3 (634)"
13205,"""Mitchell, (GA)""",50.3,"46.2 - 112.3 (634)"
13229,"""Pierce, (GA)""",46.7,"46.2 - 112.3 (634)"
13239,"""Quitman, (GA)""",46.5,"46.2 - 112.3 (634)"
13243,"""Randolph, (GA)""",36.2,"32.7 - 37.1 (650)"
13253,"""Seminole, (GA)""",43.7,"40.8 - 46.1 (652)"
13259,"""Stewart, (GA)""",47.1,"46.2 - 112.3 (634)"
13261,"""Sumter, (GA)""",53.4,"46.2 - 112.3 (634)"
13267,"""Tattnall, (GA)""",52.6,"46.2 - 112.3 (634)"
13271,"""Telfair, (GA)""",49.7,"46.2 - 112.3 (634)"
13273,"""Terrell, (GA)""",50,"46.2 - 112.3 (634)"
13275,"""Thomas, (GA)""",43.4,"40.8 - 46.1 (652)"
13277,"""Tift, (GA)""",52.5,"46.2 - 112.3 (634)"
13287,"""Turner, (GA)""",51.5,"46.2 - 112.3 (634)"
13299,"""Ware, (GA)""",41.7,"40.8 - 46.1 (652)"
13305,"""Wayne, (GA)""",60.1,"46.2 - 112.3 (634)"
13307,"""Webster, (GA)""",40.9,"40.8 - 46.1 (652)"
13309,"""Wheeler, (GA)""",48.3,"46.2 - 112.3 (634)"
13315,"""Wilcox, (GA)""",45.4,"40.8 - 46.1 (652)"
13321,"""Worth, (GA)""",52.4,"46.2 - 112.3 (634)"
22001,"""Acadia, (LA)""",46.2,"46.2 - 112.3 (634)"
22003,"""Allen, (LA)""",54.1,"46.2 - 112.3 (634)"
22005,"""Ascension, (LA)""",47.5,"46.2 - 112.3 (634)"
22007,"""Assumption, (LA)""",42,"40.8 - 46.1 (652)"
22009,"""Avoyelles, (LA)""",57.1,"46.2 - 112.3 (634)"
22011,"""Beauregard, (LA)""",57.5,"46.2 - 112.3 (634)"
22019,"""Calcasieu, (LA)""",65.9,"46.2 - 112.3 (634)"
22021,"""Caldwell, (LA)""",40.2,"37.2 - 40.7 (628)"
22023,"""Cameron, (LA)""",54.3,"46.2 - 112.3 (634)"
22025,"""Catahoula, (LA)""",42.6,"40.8 - 46.1 (652)"
22029,"""Concordia, (LA)""",38.7,"37.2 - 40.7 (628)"
22033,"""East Baton Rouge, (LA)""",46.3,"46.2 - 112.3 (634)"
22037,"""East Feliciana, (LA)""",47.4,"46.2 - 112.3 (634)"
22039,"""Evangeline, (LA)""",55.6,"46.2 - 112.3 (634)"
22043,"""Grant, (LA)""",55.5,"46.2 - 112.3 (634)"
22045,"""Iberia, (LA)""",52.1,"46.2 - 112.3 (634)"
22047,"""Iberville, (LA)""",51.2,"46.2 - 112.3 (634)"
22051,"""Jefferson, (LA)""",41.9,"40.8 - 46.1 (652)"
22053,"""Jefferson Davis, (LA)""",71.6,"46.2 - 112.3 (634)"
22055,"""Lafayette, (LA)""",46.8,"46.2 - 112.3 (634)"
22057,"""Lafourche, (LA)""",36.7,"32.7 - 37.1 (650)"
22059,"""La Salle, (LA)""",52.5,"46.2 - 112.3 (634)"
22063,"""Livingston, (LA)""",45.6,"40.8 - 46.1 (652)"
22069,"""Natchitoches, (LA)""",53.8,"46.2 - 112.3 (634)"
22071,"""Orleans, (LA)""",42.9,"40.8 - 46.1 (652)"
22075,"""Plaquemines, (LA)""",42.6,"40.8 - 46.1 (652)"
22077,"""Pointe Coupee, (LA)""",54.8,"46.2 - 112.3 (634)"
22079,"""Rapides, (LA)""",55.7,"46.2 - 112.3 (634)"
22081,"""Red River, (LA)""",49.2,"46.2 - 112.3 (634)"
22085,"""Sabine, (LA)""",52.9,"46.2 - 112.3 (634)"
22087,"""St. Bernard, (LA)""",43.4,"40.8 - 46.1 (652)"
22089,"""St. Charles, (LA)""",44.6,"40.8 - 46.1 (652)"
22091,"""St. Helena, (LA)""",45.4,"40.8 - 46.1 (652)"
22093,"""St. James, (LA)""",45.7,"40.8 - 46.1 (652)"
22095,"""St. John the Baptist, (LA)""",50.5,"46.2 - 112.3 (634)"
22097,"""St. Landry, (LA)""",52.9,"46.2 - 112.3 (634)"
22099,"""St. Martin, (LA)""",48.6,"46.2 - 112.3 (634)"
22101,"""St. Mary, (LA)""",49.1,"46.2 - 112.3 (634)"
22103,"""St. Tammany, (LA)""",36.3,"32.7 - 37.1 (650)"
22105,"""Tangipahoa, (LA)""",45.5,"40.8 - 46.1 (652)"
22107,"""Tensas, (LA)""",43.2,"40.8 - 46.1 (652)"
22109,"""Terrebonne, (LA)""",41.1,"40.8 - 46.1 (652)"
22113,"""Vermilion, (LA)""",50.8,"46.2 - 112.3 (634)"
22115,"""Vernon, (LA)""",53.6,"46.2 - 112.3 (634)"
22117,"""Washington, (LA)""",41,"40.8 - 46.1 (652)"
22121,"""West Baton Rouge, (LA)""",49.3,"46.2 - 112.3 (634)"
22125,"""West Feliciana, (LA)""",46.7,"46.2 - 112.3 (634)"
22127,"""Winn, (LA)""",52.8,"46.2 - 112.3 (634)"
28001,"""Adams, (MS)""",60.7,"46.2 - 112.3 (634)"
28005,"""Amite, (MS)""",49.2,"46.2 - 112.3 (634)"
28021,"""Claiborne, (MS)""",56.6,"46.2 - 112.3 (634)"
28023,"""Clarke, (MS)""",69.5,"46.2 - 112.3 (634)"
28029,"""Copiah, (MS)""",48.8,"46.2 - 112.3 (634)"
28031,"""Covington, (MS)""",71.5,"46.2 - 112.3 (634)"
28035,"""Forrest, (MS)""",55.7,"46.2 - 112.3 (634)"
28037,"""Franklin, (MS)""",49.4,"46.2 - 112.3 (634)"
28039,"""George, (MS)""",54.1,"46.2 - 112.3 (634)"
28041,"""Greene, (MS)""",48.1,"46.2 - 112.3 (634)"
28045,"""Hancock, (MS)""",42.5,"40.8 - 46.1 (652)"
28047,"""Harrison, (MS)""",48.3,"46.2 - 112.3 (634)"
28059,"""Jackson, (MS)""",49.9,"46.2 - 112.3 (634)"
28061,"""Jasper, (MS)""",44,"40.8 - 46.1 (652)"
28063,"""Jefferson, (MS)""",54,"46.2 - 112.3 (634)"
28065,"""Jefferson Davis, (MS)""",43.7,"40.8 - 46.1 (652)"
28067,"""Jones, (MS)""",47.9,"46.2 - 112.3 (634)"
28073,"""Lamar, (MS)""",33.4,"32.7 - 37.1 (650)"
28077,"""Lawrence, (MS)""",51.3,"46.2 - 112.3 (634)"
28085,"""Lincoln, (MS)""",56.2,"46.2 - 112.3 (634)"
28091,"""Marion, (MS)""",48.9,"46.2 - 112.3 (634)"
28109,"""Pearl River, (MS)""",47.6,"46.2 - 112.3 (634)"
28111,"""Perry, (MS)""",43.5,"40.8 - 46.1 (652)"
28113,"""Pike, (MS)""",57.5,"46.2 - 112.3 (634)"
28127,"""Simpson, (MS)""",42.2,"40.8 - 46.1 (652)"
28129,"""Smith, (MS)""",43.5,"40.8 - 46.1 (652)"
28131,"""Stone, (MS)""",48.6,"46.2 - 112.3 (634)"
28147,"""Walthall, (MS)""",55.6,"46.2 - 112.3 (634)"
28153,"""Wayne, (MS)""",44.5,"40.8 - 46.1 (652)"
28157,"""Wilkinson, (MS)""",60.8,"46.2 - 112.3 (634)"
01007,"""Bibb, (AL)""",56,"46.2 - 112.3 (634)"
01033,"""Colbert, (AL)""",48.3,"46.2 - 112.3 (634)"
01057,"""Fayette, (AL)""",52.2,"46.2 - 112.3 (634)"
01059,"""Franklin, (AL)""",49.1,"46.2 - 112.3 (634)"
01063,"""Greene, (AL)""",48,"46.2 - 112.3 (634)"
01065,"""Hale, (AL)""",49.4,"46.2 - 112.3 (634)"
01075,"""Lamar, (AL)""",49.5,"46.2 - 112.3 (634)"
01077,"""Lauderdale, (AL)""",45.6,"40.8 - 46.1 (652)"
01079,"""Lawrence, (AL)""",48.5,"46.2 - 112.3 (634)"
01091,"""Marengo, (AL)""",53.5,"46.2 - 112.3 (634)"
01093,"""Marion, (AL)""",54.5,"46.2 - 112.3 (634)"
01105,"""Perry, (AL)""",54.8,"46.2 - 112.3 (634)"
01107,"""Pickens, (AL)""",46.9,"46.2 - 112.3 (634)"
01119,"""Sumter, (AL)""",54.3,"46.2 - 112.3 (634)"
01125,"""Tuscaloosa, (AL)""",50.5,"46.2 - 112.3 (634)"
01127,"""Walker, (AL)""",58.5,"46.2 - 112.3 (634)"
01133,"""Winston, (AL)""",54.2,"46.2 - 112.3 (634)"
05001,"""Arkansas, (AR)""",64,"46.2 - 112.3 (634)"
05003,"""Ashley, (AR)""",60.1,"46.2 - 112.3 (634)"
05005,"""Baxter, (AR)""",38.6,"37.2 - 40.7 (628)"
05009,"""Boone, (AR)""",37.8,"37.2 - 40.7 (628)"
05011,"""Bradley, (AR)""",59.1,"46.2 - 112.3 (634)"
05013,"""Calhoun, (AR)""",62.5,"46.2 - 112.3 (634)"
05015,"""Carroll, (AR)""",34.8,"32.7 - 37.1 (650)"
05017,"""Chicot, (AR)""",57.3,"46.2 - 112.3 (634)"
05019,"""Clark, (AR)""",48.1,"46.2 - 112.3 (634)"
05021,"""Clay, (AR)""",51.1,"46.2 - 112.3 (634)"
05023,"""Cleburne, (AR)""",45.4,"40.8 - 46.1 (652)"
05025,"""Cleveland, (AR)""",62,"46.2 - 112.3 (634)"
05027,"""Columbia, (AR)""",62.8,"46.2 - 112.3 (634)"
05029,"""Conway, (AR)""",49.9,"46.2 - 112.3 (634)"
05031,"""Craighead, (AR)""",45.4,"40.8 - 46.1 (652)"
05035,"""Crittenden, (AR)""",46.1,"40.8 - 46.1 (652)"
05037,"""Cross, (AR)""",46.9,"46.2 - 112.3 (634)"
05039,"""Dallas, (AR)""",55.2,"46.2 - 112.3 (634)"
05041,"""Desha, (AR)""",58.7,"46.2 - 112.3 (634)"
05043,"""Drew, (AR)""",49.7,"46.2 - 112.3 (634)"
05045,"""Faulkner, (AR)""",47.1,"46.2 - 112.3 (634)"
05049,"""Fulton, (AR)""",38.4,"37.2 - 40.7 (628)"
05051,"""Garland, (AR)""",42.9,"40.8 - 46.1 (652)"
05053,"""Grant, (AR)""",52.2,"46.2 - 112.3 (634)"
05055,"""Greene, (AR)""",48,"46.2 - 112.3 (634)"
05059,"""Hot Spring, (AR)""",44.8,"40.8 - 46.1 (652)"
05063,"""Independence, (AR)""",38.2,"37.2 - 40.7 (628)"
05065,"""Izard, (AR)""",34.3,"32.7 - 37.1 (650)"
05067,"""Jackson, (AR)""",42.6,"40.8 - 46.1 (652)"
05069,"""Jefferson, (AR)""",58.7,"46.2 - 112.3 (634)"
05071,"""Johnson, (AR)""",42.9,"40.8 - 46.1 (652)"
05073,"""Lafayette, (AR)""",55.8,"46.2 - 112.3 (634)"
05075,"""Lawrence, (AR)""",41.8,"40.8 - 46.1 (652)"
05077,"""Lee, (AR)""",42.4,"40.8 - 46.1 (652)"
05079,"""Lincoln, (AR)""",40.9,"40.8 - 46.1 (652)"
05085,"""Lonoke, (AR)""",46.6,"46.2 - 112.3 (634)"
05089,"""Marion, (AR)""",39.7,"37.2 - 40.7 (628)"
05093,"""Mississippi, (AR)""",49.2,"46.2 - 112.3 (634)"
05095,"""Monroe, (AR)""",49.5,"46.2 - 112.3 (634)"
05097,"""Montgomery, (AR)""",43.8,"40.8 - 46.1 (652)"
05099,"""Nevada, (AR)""",56.1,"46.2 - 112.3 (634)"
05101,"""Newton, (AR)""",33.5,"32.7 - 37.1 (650)"
05103,"""Ouachita, (AR)""",57.7,"46.2 - 112.3 (634)"
05105,"""Perry, (AR)""",46.2,"46.2 - 112.3 (634)"
05107,"""Phillips, (AR)""",44.5,"40.8 - 46.1 (652)"
05109,"""Pike, (AR)""",46.6,"46.2 - 112.3 (634)"
05111,"""Poinsett, (AR)""",45.6,"40.8 - 46.1 (652)"
05115,"""Pope, (AR)""",40.9,"40.8 - 46.1 (652)"
05117,"""Prairie, (AR)""",47.1,"46.2 - 112.3 (634)"
05119,"""Pulaski, (AR)""",46.1,"40.8 - 46.1 (652)"
05121,"""Randolph, (AR)""",45.7,"40.8 - 46.1 (652)"
05123,"""St. Francis, (AR)""",44.9,"40.8 - 46.1 (652)"
05125,"""Saline, (AR)""",42.9,"40.8 - 46.1 (652)"
05129,"""Searcy, (AR)""",38.7,"37.2 - 40.7 (628)"
05135,"""Sharp, (AR)""",36.5,"32.7 - 37.1 (650)"
05137,"""Stone, (AR)""",36.8,"32.7 - 37.1 (650)"
05139,"""Union, (AR)""",61.3,"46.2 - 112.3 (634)"
05141,"""Van Buren, (AR)""",47.1,"46.2 - 112.3 (634)"
05145,"""White, (AR)""",45,"40.8 - 46.1 (652)"
05147,"""Woodruff, (AR)""",45.7,"40.8 - 46.1 (652)"
05149,"""Yell, (AR)""",45.4,"40.8 - 46.1 (652)"
17003,"""Alexander, (IL)""",42.6,"40.8 - 46.1 (652)"
17055,"""Franklin, (IL)""",35.5,"32.7 - 37.1 (650)"
17059,"""Gallatin, (IL)""",43.4,"40.8 - 46.1 (652)"
17065,"""Hamilton, (IL)""",43.6,"40.8 - 46.1 (652)"
17069,"""Hardin, (IL)""",47.9,"46.2 - 112.3 (634)"
17077,"""Jackson, (IL)""",38.1,"37.2 - 40.7 (628)"
17081,"""Jefferson, (IL)""",39.9,"37.2 - 40.7 (628)"
17087,"""Johnson, (IL)""",35.6,"32.7 - 37.1 (650)"
17127,"""Massac, (IL)""",39.9,"37.2 - 40.7 (628)"
17133,"""Monroe, (IL)""",42,"40.8 - 46.1 (652)"
17145,"""Perry, (IL)""",35.3,"32.7 - 37.1 (650)"
17151,"""Pope, (IL)""",39.6,"37.2 - 40.7 (628)"
17153,"""Pulaski, (IL)""",38.4,"37.2 - 40.7 (628)"
